question,answer
動きが鈍い,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
動作がスロー,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
動きが重たい,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
次のページになかなか行かない,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
ポインタがついてこない,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
動作が重たい,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
動作が長い,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
動作を軽くしたい,"1.不要なツールの停止
 　こちらをご参照下さい。
 　ツール停止が不安な場合は、情シスにPCを預けて下さい。対応致します。
 
 2.McAfee security scan Plusがインストールされていないか確認
 　コントロールパネルより、プログラムの追加と削除を選択し
 　上記ソフトが入っていた場合、アンインストールして下さい。
 
 3.デフラグツールを使用
 　スタート
 　　＞すべてのプログラム
 　　　＞アクセサリ
 　　　　＞システムツール
 　　　　　＞ディスクデフラグ
 　　　　　　＞最適化を選択※注意※
 デフラグは時間がかかり、PCに負荷をかけるものですので
PCを使用しない、業務時間外に実行する事をお勧め致します。
4.パフォーマンスの設定　
　スタート　　＞コンピュータの上で右クリック
　　　＞プロパティ、システムの詳細設定（左側あたりにあります）
　　　　＞詳細設定タブ
　　　　　＞パフォーマンスの「設定」をクリック
　　　　　　＞視覚効果タブ、「パフォーマンスを優先にする」にチェック
　　　　　　　＞「OK」ボタンを押して下さい。 
 5.ディスクの最適化
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞最適化で最適化するをクリック
　　　　　＞ディスクの最適化
　　※注意※他の作業をしながらできますが、重いです。
6.WindowsUpDate
　すべてのプログラム　　
　　＞WindowsUpdate
　　　＞更新プログラムの確認をクリック
　　　　＞更新するものがあれば、インストール
7.エラーファイルの修復
　コンピュータ
　　＞Cドライブを右クリックし、プロパティ
　　　＞ツールタブ
　　　　＞エラーチェックでチェックするをクリック
　　　　　＞両方ともチェックし、開始をクリック
　　　　　　＞再起動後、1時間程かかります。
　　※注意※PCはその間使用できません。"
IE　表示がおかしい,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IEで画面を開くとレイアウトが崩れる,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラーで開くと、操作用ボタンが完全に表示されない,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IEで見てみると一部しか表示されない,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IE　おかしなポップアップ画面がでる,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IE　変な画面になったりする,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IE　文字化けしていたり文字がずれたりしている,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラー　表示が変,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラー　変な表示,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラー　おかしな表示,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラーの画面がおかしい,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
IEの画面表示が変,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
インターネットエクスプローラー うまく表示されない,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
ＩＥ表示が変,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
ＩＥ表示を直したい,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
ＩＥ表示を変えたい,"いままで見れていたサイトが見れなくなる、不具合が出るなどの場合、まずはIEのバージョンをご確認下さい。
バージョンが10、もしくは11であった場合は以下の手順をお試し下さい。
 
 1.　IEで該当サイトを開いていただいた状態で
 　　[Alt]キーを押します。
 2.　[ツール]＞[互換表示設定]
 3.　「追加するWebサイト」に対象サイトのドメインが
 　　入っている事を確認して[追加]をクリック
 4.　[閉じる]で画面を閉じて下さい。"
Googleドキュメントのファイルがなくなった,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleのデータ保存サービス内からファイルが消失した,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
クラウド系サービスにおいていたファイルが消えた,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleに入れてたデータが消された,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントからファイルが消えている,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントに保存していたファイルがどこかに,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントにおいていたはずのファイルが無い,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントが消えた,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントのファイルが行方不明,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントのファイルがない,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
グーグルドキュメントのファイルが消えた,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
グーグルドキュメントのファイル紛失,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
Googleドキュメントのファイルがどこかへ行った,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
グーグルドキュメントのファイルがみつからない,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
グーグルドキュメントのファイルをみつけたい,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
グーグルドキュメントのファイルが消えてしまった,"共有されたドキュメントはファイルのオーナー(作成者)に紐付いているものなので、
その人が自分で削除、もしくは退社により管理者で削除する事でファイルが見えなくなります。
 
削除により完全になくなりますので必要なファイルは自分のGoogleドキュメントにコピーしておくか、
ファイル共有で管理するようにお願いします。"
部署ML(メーリングリスト)を確認したい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のグループに設定しているエムエルのメンバーを確認したい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
現在登録されているメーリングリストアカウントを確認したい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
自部門に設定されている全MLから受信設定の登録漏れがないか確認したい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署内のメーリングリストを閲覧したい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署内に保管されているMLの確認方法,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
メーリングリストの登録内容を見たい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のMLが見たい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のメーリングリストが見たい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のメーリスが見たい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のメーリングリストを見たい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
部署のメーリングリストをチェックしたい,"部署MLや全体のMLをまとめた表があります。  
http://id.septeni.jp:18080/mailsystem/sepmail/soshiki_ml_ichiran.pdf  
▼せぷめーるマニュアル
http://id.septeni.jp:18080/mailsystem/sepmail/index.html"
