id,question,answer_id,answer_body
1351723,プリンタを使用したい（VASARA）,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351724,VSR　プリンター　使用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351725,VASARA　プリンタ　使用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351726,VSR　プリンター　ドライバ,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351727,VASARA　プリンタ　ドライバ,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351728,VSR　プリンター　設定,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351729,VASARA　プリンタ　設定,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351730,VSR　プリンター　利用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351731,VASARA　プリンタ　利用,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351732,VSR　プリンター　使いたい,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351733,VASARA　プリンタ　使いたい,4592,"Vasaraのプリンタ使用に関してですね。

※下記フォルダに格納されている【DocuCentre-III C3305(Vasara専用）  】フォルダ配下にある
　【Windows7】もしくは  【Windows10】フォルダを＜デスクトップにコピー＞してください。

 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\27階\Vasara
※カラー複合機※
  ＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  setup.exe
  【Windows10】は　fxap3c3305plw13121nwxp6fja.exe   　を実行する。 "
1351734,勤怠　ログオン　できない,4593,"勤怠システムにアクセス出来ないとのことですね。

勤怠システムにアクセスした際に、画面が真っ白になる場合に有効です。
★Silverlightをアンインストールします。
　1.スタート＞コントロールパネル＞プログラムと機能
　2.Silverlightをクリックし、アンインストールします。

★Silverlightをインストールします。  以下よりインストールしてください。
 http://www.microsoft.com/ja-jp/silverlight/download.aspx"
1351735,Google　カレンダー　設定　手順,4595,"Google カレンダー利用についてですね。

現時点のカレンダーでは社外への情報公開を完全にできない仕様となるため、利用できないようにしてあります。
 今後の仕様変更で可能となれば再度リリースを検討しますのでそれまで利用不可という事になります。"
1351736,★ｵｽｽﾒ★ChromeやFirefoxでSAPやIE依存のサイトを閲覧する方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351737,★ｵｽｽﾒ★ChromeやFirefoxで販管やIE依存のサイトを閲覧する手順,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351738,★ｵｽｽﾒ★ChromeやFirefoxで販管やInternet Explorer依存のサイトを閲覧する方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351739,★ｵｽｽﾒ★ChromeやFirefoxで販管やIE依存のホームページを閲覧する方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351740,サイト依存　閲覧　手順,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351741,ホームページ依存　閲覧　方法,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351742,chrome　ホームページ依存　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351743,Firefox　ホームページ依存　見たい,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351744,ホームページ依存　サポート,4596,"ChromeやFirefoxで販管やIE依存のサイトを閲覧する方法ですね。

※不具合の場合にもサポートしきれない場合がありますので、自己責任でお願いします※
 
以下をインストールする事でChromeやFirefoxを使ってIE専用サイトを閲覧する事ができます。
 
Chromeの場合
 https://chrome.google.com/webstore/detail/ie-tab-multi-enhance/fnfnbeppfinmnjnjhedifcfllpcfgeea?hl=ja
Firefox
の場合
 https://addons.mozilla.org/ja/firefox/addon/ie-tab/"
1351745,"MLのパスワードを忘れた
 ",4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351746,"せぷめーるのPWを忘れた
 ",4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351747,ML　パスワード　忘れた,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351748,せぷめーる　PW　忘れた,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351749,ML　パスワード　リセット,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351750,せぷめーる　PW　リセット,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351751,ML　パスワード　思い出せない,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351752,せぷめーる　PW　思い出せない,4597,"せぷめーるのパスワードを忘れたとのことですね。

リセットを行いますので、情シス運用保守チームまでメールを下さい。
 アドレス：itsystems@septeni-holdings.co.jp
 
件名：せぷめーるパスワードリセットの依頼
 
※お急ぎの場合は内線でご連絡下さい。

リセット後のパスワードはログイン名と同じになります。
原則的にご本人からの依頼にのみ対応致します。"
1351753,サブドメイン　料金,4600,"サブドメインの利用についてですね。

コーポレートサイトで使用しているドメインのサブドメインの利用を希望する場合は情シスまで以下の情報をご連絡下さい。
 ML：itsystems@septeni-holdings.co.jp
 
 ・希望ドメイン
 ・設定内容
 （AレコードであればIPアドレス
、CNAMEレコードであればディレクトリなど）
 
設定は2営業日かかります。
費用はかかりません。
 
※サブドメインとは※
 ○○.septeni-holdings.co.jpなど
もっているドメインの前に英文字を入れたもの
 例：gr.septeni-holdins.co.jp（人物図鑑）
 　　yotei.septeni.com（サイボウズ）"
1351754,EXCEL　自動保存,4601,"Excelの自動保存設定についてですね。

自動的にExcelを保存させるための設定です。
 
 1.Excelを起動します。
 2.[ブックの保存] の下の [次の間隔で回復用データの自動保存を行う] チェック ボックスをオンにして、自動バックアップ機能を有効にします。
 3.[分ごと] ボックスには、1 〜 120 までの整数値を入力することができます。このボックスで保存する間隔の分数を設定します。
 既定では 10 分です。
 4.[自動回復用ファイルの場所] ボックスでは、自動バックアップ ファイルを保存する場所のパスとフォルダーの名前を入力できます。"
1351755,EXCEL　自動保存　設定,4601,"Excelの自動保存設定についてですね。

自動的にExcelを保存させるための設定です。
 
 1.Excelを起動します。
 2.[ブックの保存] の下の [次の間隔で回復用データの自動保存を行う] チェック ボックスをオンにして、自動バックアップ機能を有効にします。
 3.[分ごと] ボックスには、1 〜 120 までの整数値を入力することができます。このボックスで保存する間隔の分数を設定します。
 既定では 10 分です。
 4.[自動回復用ファイルの場所] ボックスでは、自動バックアップ ファイルを保存する場所のパスとフォルダーの名前を入力できます。"
1351756,パソコン　音　出ない,4603,"PCの音が出なくなったとのことですね。

サウンドドライブを再インストールする
 
（１）サウンドドライブのアンインストール
 1.マイコンピュータを右クリック
 2.管理選択
 3.デバイスマネージャ選択
 4.サウンドドライバ選択
 5.サウンドビデオおよびゲームコントローラ選択
 6.SoundMaxを右クリック
 7.削除選択（２）サウンドドライブのインストール1.マイコンピュータ＞ローカルディスクC（もしくはCドライブ）＞Util＞Sound
 
（２）フォルダの中のsetup.exeを実行します。

（３）再起動します。"
1351757,パソコン　音　聞こえない,4603,"PCの音が出なくなったとのことですね。

サウンドドライブを再インストールする
 
（１）サウンドドライブのアンインストール
 1.マイコンピュータを右クリック
 2.管理選択
 3.デバイスマネージャ選択
 4.サウンドドライバ選択
 5.サウンドビデオおよびゲームコントローラ選択
 6.SoundMaxを右クリック
 7.削除選択（２）サウンドドライブのインストール1.マイコンピュータ＞ローカルディスクC（もしくはCドライブ）＞Util＞Sound
 
（２）フォルダの中のsetup.exeを実行します。

（３）再起動します。"
1351758,サイトを閲覧していると警告ウィンドウが表示される,4604,"ホームページを閲覧していると警告ウィンドウが表示されるとのことですね。

1.インターネットを立ち上げている状態で　ツール＞インターネットオプション
2.セキュリティタブ＞ Webコンテンツのゾーンを選択してセキュリティのレベルを設定する　の　信頼済みサイトを選択　＞　サイト
3.次のWebサイトをゾーンに追加する欄に、対象となるHPのＵＲＬを入力　追加をクリック
 その際　このゾーンのサイトにはサーバーの確認を必要とする　のチェックボックスを外すこと"
1351759,サイト　閲覧　警告　エラー,4604,"ホームページを閲覧していると警告ウィンドウが表示されるとのことですね。

1.インターネットを立ち上げている状態で　ツール＞インターネットオプション
2.セキュリティタブ＞ Webコンテンツのゾーンを選択してセキュリティのレベルを設定する　の　信頼済みサイトを選択　＞　サイト
3.次のWebサイトをゾーンに追加する欄に、対象となるHPのＵＲＬを入力　追加をクリック
 その際　このゾーンのサイトにはサーバーの確認を必要とする　のチェックボックスを外すこと"
1351760,サイト　閲覧　警告　ウインドウ,4604,"ホームページを閲覧していると警告ウィンドウが表示されるとのことですね。

1.インターネットを立ち上げている状態で　ツール＞インターネットオプション
2.セキュリティタブ＞ Webコンテンツのゾーンを選択してセキュリティのレベルを設定する　の　信頼済みサイトを選択　＞　サイト
3.次のWebサイトをゾーンに追加する欄に、対象となるHPのＵＲＬを入力　追加をクリック
 その際　このゾーンのサイトにはサーバーの確認を必要とする　のチェックボックスを外すこと"
1351761,パスワードを入力してもログオンできない,4605,"パスワードを入力してもIDシステムにログインできないとのことですね。

次の方法で通常の入力モードに変更する事が可能。
 ・NumLk：「NumLk」キーを再度押下する
 ・CapsLock：「Shift」キーを押しながら「CapsLock」キーを押下する。

通常の入力モードに変更後、ID欄の入力済みIDを削除しない形で、文字入力を確認する。
そこで問題無ければ、パスワード欄に正常な文字種別でパスワードの入力が可能ですので、ログインも可能となる。"
1351762,PWを入力してもログインできない,4605,"パスワードを入力してもIDシステムにログインできないとのことですね。

次の方法で通常の入力モードに変更する事が可能。
 ・NumLk：「NumLk」キーを再度押下する
 ・CapsLock：「Shift」キーを押しながら「CapsLock」キーを押下する。

通常の入力モードに変更後、ID欄の入力済みIDを削除しない形で、文字入力を確認する。
そこで問題無ければ、パスワード欄に正常な文字種別でパスワードの入力が可能ですので、ログインも可能となる。"
1351763,正しい　パスワード　ログオン　できない,4605,"パスワードを入力してもIDシステムにログインできないとのことですね。

次の方法で通常の入力モードに変更する事が可能。
 ・NumLk：「NumLk」キーを再度押下する
 ・CapsLock：「Shift」キーを押しながら「CapsLock」キーを押下する。

通常の入力モードに変更後、ID欄の入力済みIDを削除しない形で、文字入力を確認する。
そこで問題無ければ、パスワード欄に正常な文字種別でパスワードの入力が可能ですので、ログインも可能となる。"
1351764,正しい　PW　ログイン　できない,4605,"パスワードを入力してもIDシステムにログインできないとのことですね。

次の方法で通常の入力モードに変更する事が可能。
 ・NumLk：「NumLk」キーを再度押下する
 ・CapsLock：「Shift」キーを押しながら「CapsLock」キーを押下する。

通常の入力モードに変更後、ID欄の入力済みIDを削除しない形で、文字入力を確認する。
そこで問題無ければ、パスワード欄に正常な文字種別でパスワードの入力が可能ですので、ログインも可能となる。"
1351765,EXCELのコピペができない,4606,"Excelでコピペが出来ないとのことですね。

スカイプのアドオンが原因の可能性があります。
 下記手順を行ってください。
 1.Windowsマークボタン　＞コントロールパネル　＞プログラムと機能 ＞『Skype Click to Call 5.10.0.9560』アドオンを削除
 2.再起動"
1351766,EXCEL　コピペ　できない,4606,"Excelでコピペが出来ないとのことですね。

スカイプのアドオンが原因の可能性があります。
 下記手順を行ってください。
 1.Windowsマークボタン　＞コントロールパネル　＞プログラムと機能 ＞『Skype Click to Call 5.10.0.9560』アドオンを削除
 2.再起動"
1351767,EXCEL　貼り付け　できない,4606,"Excelでコピペが出来ないとのことですね。

スカイプのアドオンが原因の可能性があります。
 下記手順を行ってください。
 1.Windowsマークボタン　＞コントロールパネル　＞プログラムと機能 ＞『Skype Click to Call 5.10.0.9560』アドオンを削除
 2.再起動"
1351768,EXCEL　コピー＆ペースト　できない,4606,"Excelでコピペが出来ないとのことですね。

スカイプのアドオンが原因の可能性があります。
 下記手順を行ってください。
 1.Windowsマークボタン　＞コントロールパネル　＞プログラムと機能 ＞『Skype Click to Call 5.10.0.9560』アドオンを削除
 2.再起動"
1351769,EXCEL　コピーアンドペースト　できない,4606,"Excelでコピペが出来ないとのことですね。

スカイプのアドオンが原因の可能性があります。
 下記手順を行ってください。
 1.Windowsマークボタン　＞コントロールパネル　＞プログラムと機能 ＞『Skype Click to Call 5.10.0.9560』アドオンを削除
 2.再起動"
1351770,SFTS2のログオンパスワードを忘れた,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351771,SFTS2のログインPWを忘れた,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351772,SFTowaStela2のログインパスワードを忘れた,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351773,SFTS2　PW　リセット,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351774,SFTowaStela2　パスワード　リセット,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351775,SFTS2　PW　再発行,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351776,SFTowaStela2　パスワード　再発行,4608,"SFTS2のログインパスワードを忘れたとのことですね。

ログイン画面の右下にて
パスワード再発行を行なって下さい。
"
1351777,カードをかざしてログオンしても印刷できない（セプテーニ本社）,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351778,カードをかざしてログインしても印刷できない（SEP本社）,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351779,プリンター　印刷　できない　カード,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351780,プリンター　印刷　できない,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351781,プリンター　印刷　できない　セプテーニ,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351782,プリンタ　印刷　できない　SEP,4609,"カードをかざすタイプのプリンターにて印刷が出来ないとのことですね。

本件は情報システム部では分かりかねます。
権限が付与されているか、＜業務推進部＞へご確認下さい。"
1351783,Internet Explorer8にダウングレートしたい。,4611,"IE8にダウングレートする手順ですね。

■手順
�@「スタート」「コントロールパネル」の順で開きます。
 ※右上の表示方法が「カテゴリ」の方は「プログラムのアンインストール」
 ※右上の表示方法が「アイコン」の方は「プログラムの機能」をクリック！

�Aこの画面でプログラムをアンインストールされます。

 ※InternetExplorer9は表示されませんので
左上の「インストールされた更新プログラムを表示」をクリック！
 
左側に更新プログラムが表示されますので、
「InternetExplorer9」を選択して「アンインストール」をクリックして
  アンインストールすれば自動的にInternetExplorer8になります。"
1351784,Internet Explorer　ダウングレード,4611,"IE8にダウングレートする手順ですね。

■手順
�@「スタート」「コントロールパネル」の順で開きます。
 ※右上の表示方法が「カテゴリ」の方は「プログラムのアンインストール」
 ※右上の表示方法が「アイコン」の方は「プログラムの機能」をクリック！

�Aこの画面でプログラムをアンインストールされます。

 ※InternetExplorer9は表示されませんので
左上の「インストールされた更新プログラムを表示」をクリック！
 
左側に更新プログラムが表示されますので、
「InternetExplorer9」を選択して「アンインストール」をクリックして
  アンインストールすれば自動的にInternetExplorer8になります。"
1351785,【Windows】SAPの稟議書などにファイルを添付することができない,4612,"WindowsPCにて販管の稟議書などにファイルを添付することができないとのことですね。

【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
1351786,Windows　SAP　ファイル　添付　できない,4612,"WindowsPCにて販管の稟議書などにファイルを添付することができないとのことですね。

【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
1351787,Windows　SAP　添付　できない,4612,"WindowsPCにて販管の稟議書などにファイルを添付することができないとのことですね。

【現象】　
稟議書などでファイルを添付できない　（エラーメッセージ：（ファイル名）のアップロード処理でエラーが発生しました（RC=5））  
【原因】　
販管システムにファイルをアップする権限がないためです。 
【対処】
１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
1351788,SAPからデータをDLできない,4614,"販管からデータをダウンロードできないとのことですね。

【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
1351789,SAP　データ　ダウンロード　できない,4614,"販管からデータをダウンロードできないとのことですね。

【現象】   　
販管からデータをダウンロードするとエラーが発生し、ファイルがダウンロードできない。
【原因】 　
販管からご使用のPCに対してファイルのダウンロード許可がないため、　ダウンロードが出来ません。　
その状態で処理を進めるため、対象のファイルがないというアラートとなっています。
【対処】 　
以下の操作でセキュリティを変更してください。
　１、画面上部にあるアイコン群の一番右のアイコンをクリックし、　展開されるメニューの「オプション」をクリックする。
　２、「セキュリティ」＞「セキュリティ設定」をクリック３、ステータスを「無効」に変更する。"
