id,question,answer,question_answer_id,bot_id
3187100,TTC社内TOEIC検定の受験拠点変更をお願したい。,TTC社内TOEIC検定の受験変更については、THRで現申込の『代理キャンセル』及び変更希望拠点の『代理申込』処理を致します。その際、自動配信されるメール内容（※拠点）を必ず確認し、万が一、不備あればご一報ください。,13526,13
3187101,TTC実務知識講座のスクーリングの日程変更をしたい。,"TTC実務知識講座受講の日程変更については、メールにて科目・日時・拠点について,現申込内容と変更依頼内容を連絡ください。
こちらで『代理キャンセル』及び『代理申込』処理を致します。その際、自動配信されるメール内容必ず確認し、万が一、内容不備あればご一報ください。",13527,13
3187102,TTC実務知識講座の修了テストの日程変更をしたい。,"TTC実務知識講座受講の日程変更については、メールにて科目・日時・拠点について,現申込内容と変更依頼内容を連絡ください。
こちらで『代理キャンセル』及び『代理申込』処理を致します。その際、自動配信されるメール内容必ず確認し、万が一、内容不備あればご一報ください。",13528,13
3187103,健保証受け取り時期について,保険証は、必要書類揃い（内容不備無し）確認次第、1週間程度の予定です。,13529,13
3187104,連帯保証人設定について,収入を一にしない別世帯の方を2名。,13530,13
3187105,連帯保証人設定について、同世帯だが扶養外（不動産等収入有）の妻を設定することは可能か？,可能。,13531,13
3187106,名古屋の弁護士法人ｸﾛｰﾊﾞｰから封書が届いたが、弁護士事務所とはなにか？,"2016年4月より社会保険業務を委託している社労士常駐の法人（弁護士法人クローバー）です。
委託先より雇用保険失業給付関係書類をお送りしています。",13533,13
3187107,豊田通商の健保は継続できるの？,"退職後の豊通健保の継続については、
退職日以前に被保険者期間が2ヵ月以上（＝入社2ヵ月以上）あれば、
継続加入できます。（最高2年間）
但し、申込期限が退職後20日以内のため、できるだけは早めに手続き下さい。",13534,13
3187108,豊田通商の健保料はいくらかかるの？,"豊通健保の任意継続保険料については、在職時保険料の約2倍となります。（上限42,640円⇒2017.3.1現在）
※本人の退職前賃金or全加入者の平均賃金の低いほうが保険料です。
http://toyotsu.or.jp/kenpo/retirement_keizoku",13535,13
3187109,退職後の健保はどうなるの？,"退職後の健康保険について、直ぐに再就職される方⇒再就職先の健康保険に加入となります。
就職されない方、再就職までに期間のある方⇒1〜3のいずれかを選択下さい。
1.親族の扶養家族となり認定をうける　2.国民年金保険　3.豊田通商の任意継続保険",13536,13
3187110,退職後の健保加入は、国民健保と任意継続保険ではどちらが安いの？,"国民健康保険は、前年の年収で計算となるため、住民票のある役所へご自身で確認のうえ、豊通健保任意継続保険と比較し決定下さい。
豊通健保は、在職時保険料（40歳以上は介護保険を含む）の約2倍となります（上限42,640円/月）
なお、在職時の保険料は直近の給与明細書にて確認できます。",13537,13
3187111,豊田通商健保を任意継続したが、保険証はいつ届くの？　届くまでの保険証は？,"豊通健保の任意継続保険について、申請書を提出いただきますと、退職日後に健保からご自宅に案内書と振込用紙が届くので、ご自身で保険料を振込む→健保で入金確認→自宅へ「保険証」が郵送されます。
新保険証が届くまで、現保険証を使用して下さい（新保険証が届いたらTHRまたは豊通健保へ返却下さい）
なお、初回の健保からの送付書類は、案内書と保険料請求書が送られてくるだけで、「新保険証」が同封されているわけではありません。",13538,13
3187112,地方税（住民税）を退職年に支払いったはずなのに、翌年も役所より納付請求が届いたのはなぜ？,退職後の住民税について、退職時に支払ったのは、退職年の前年分収入に対しての税金であり、翌年の請求は退職年分となるため、遅れて納付書が届きます。,13539,13
3187113,海外転勤により家族帯同となるが、配偶者の失業給付延長の手続ききはどうするの？,雇用保険の失業給付延長手続きについて、退職後30日以内に居住地のハローワークで「受給期間延長申請書」を提出すれば最長1年間受給期間を延長することができます（代理人でも可）,13540,13
3187114,給与天引きしている保険（がん、生命保険、損害保険、自動車保険）の手続ききは？,"退職月に給与天引きしていた生命保険や損害保険については、退職日頃に豊通保険ﾊﾟｰﾄﾅｰｽﾞ（TIP）より関係書類が届きますが、お急ぎの場合はご自身でフリーダイヤルへお願いします。（自動車保険0120-181-763、がん0120-820-8820、総合保障・火災0120-676-350）
但し、団体扱い生命保険のみTHR名古屋豊通サポート部厚生G052-584-5036へ連絡して下さい。",13541,13
3187115,OB会（OB会）に入会すると損保（ﾏｲﾗｲﾌ）保険料が安くなるの？,退職時に豊楽会に入会すると、退職後のﾏｲﾗｲﾌ保険料が団体扱いとなるため、個人払いより安くなることがあります。詳しくは豊通保険パートナーズへ確認して下さい。,13542,13
3187116,ﾄｰﾒﾝOB会(旧友会）は、まだ存在しているの？,トーメンOB会は、存続しております。退職時に旧ﾄｰﾒﾝ社員のみ旧友会より個別にご案内しています。,13543,13
3187117,海外在留中に退職金を受け取る場合、税金と申告手続ききは？,"海外在留中（非居住者）の退職金受給については、「非居住者の分離課税」を適用となるため、退職金総額のうち国内勤務にあたる金額について、20.42％の所得税が控除されます。
「分離課税」となった場合、選択課税の制度により「分離課税」と「確定申告による精算」との選択が可能。「確定申告による精算」とは居住者と同様の税金となるよう精算されます。
「納税管理人」の届出をし5年以内に確定申告して下さい。",13544,13
3187118,退職するが、共済会餞別金はいくら貰えるの？また、いつ、どこに振り込まれるの？,"共済会の餞別金については、会員期間が、1年未満＝支給無、1年以上2年未満＝1万円、2年以上5万円未満＝2万円、5年以上10年未満＝4万円、10年以上15年未満＝8万円
※注意：2006.4.1発足（合併時）のため、それ以前の入社の方は2006.4.1からとなります。
また、退職日頃に立替金口座へ振り込まれます",13545,13
3187119,OB豊楽会の入会手続ききしたい（退職説明の実施日前に入会）,"豊楽会について、入会届を退職手続き時にご案内しますので、入会金3,000円を添えてご提出下さい。",13546,13
3187120,OB会（OB会）入会すると会費や年会費などいくらかかるの？,"豊楽会の入会金は3,000円です。年会費、月会費などはありません。
但し、懇親会に参加する場合は別途費用がかかります。",13547,13
3187121,退職後、雇用保険（失業保険）を受給したいが、手続ききはどうすればいいの？,"雇用（失業）保険について、（退職後14日頃までに）会社（委託先：弁護士法人ｸﾛｰﾊﾞｰ）からご自宅へ「離職票」と「手続き案内」が送付されます。
⇒（離職票が届いたら）必要書類を揃え、居住地所轄のハローワークで求職申込みをして下さい。
⇒（ハローワークで失業認定後）待機期間7日間後に支給開始。但し、自己都合退職はﾌﾟﾗｽ3ヵ月の給付制限後に支給開始となります。",13548,13
3187122,雇用保険の離職票はいつ送られてくるの？,雇用保険の離職票については、退職後2週間前後かかります。業務委託先である弁護士法人ｸﾛｰﾊﾞｰからご自宅へ直送します。,13549,13
3187123,退職証明書は、いつ発行されますか？,退職月の月末頃に、THR名古屋/担当より、退職日の住所へお送りします。,13550,13
3187124,雇用保険の失業保険をもらうと、国の年金はもらえないの？,失業給付を受給している期間は、国の老齢厚生年金は全額支給停止となります。,13551,13
3187125,高年齢雇用継続給付をもらうと、国の年金はもらえないの？,"老齢厚生年金は、在職老齢年金の適用を受け、なおかつ雇用保険の高年齢雇用継続給付を
受給している期間は、老齢厚生年金は減額となります。",13552,13
3187126,定年60歳（再就職しない）で退職するが、扶養している妻（60歳未満）の手続ききは何かある？,"退職後の配偶者の国民年金の手続きについて、在職中に配偶者が「国民年金第3号被保険者」で、60歳未満の場合は、「国民年金　第1号被保険者」への加入手続きを居住地の役所で行って下さい。（29年度保険料：16,490円/月）",13553,13
3187127,最終出勤日以降は、全て「有休」取得となるが、勤怠システムはどうすればいいの？,年次有給休暇取得について、事前申請ができます。,13554,13
3187128,退職金の振込口座を変えたい,"退職金の振込口座の変更については、退職月の10日までにTTCﾗｲﾌﾞﾗﾘｰにてTHR名古屋へ提出して下さい。
（賞与支給がある方は、それまで閉鎖しないこと。本人名義であること（但し、既婚者は旧姓でもOK））",13555,13
3187129,確定拠出年金手続ききはどうやるの？,"退職時の確定拠出年金手続きについては、管理会社JIS＆Tより手続き案内が自宅に送付されます。ご自身で受け取り時期、受け取り方法を（年金or一時金）選択して下さい。
※入社3年までは、会社が拠出分を一時金として支払う。退職者がJIS＆Tの口座開設の手続きをとることにより、拠出分は会社に戻り、運用利益分は退職者に戻ります。
今後の手続き案内が送られてくるだけで、「裁定請求書」が同封されているわけではないことにご注意下さい。",13556,13
3187130,豊田通商DBの受け取り方法は、一時金？年金？,"豊田通商企業年金基金の退職時の受け取りについては、
・加入者期間（20年以上の方）
⇒「一時金」：退職の約1ヵ月後に基金より指定口座へ振り込まれます。
　「年金」：満60歳から標準年金の受け取りができます。
・加入者期間（20年未満の方）
⇒「一時金」：退職の約1ヵ月後に基金より指定口座へ振り込まれます。
　「年金」：脱退一時金相当額を企業年金連合会へ移管し、年金として受け取りができます。",13557,13
3187131,退職後、雇用保険の失業給付手続ききすれば、すぐに支給されるの？,雇用保険の手続きについては、弁護士法人ｸﾛｰﾊﾞｰより「離職票」が届いたら、居住地のハローワークで求職申込みをして下さい。失業認定後、待機期間7日間、自己都合退職はプラス3ヵ月の給付制限後支給開始となります。,13558,13
3187132,退職後は独立（自営）するが雇用保険（失業保険）受給できるの？,"雇用（失業）保険の受給資格については、労働の意思意欲がある（＝働きたいと思ってる）、労働できる能力がある（＝健康）、現に職がない（＝失業中）等の要件により手続きすれば受給できる。
※原則として離職日以前1年間に被保険者期間が通算して12ヵ月あること",13559,13
3187133,雇用保険の高年齢雇用継続給付ってどんな制度？,60歳以上65歳未満の一般被保険者で、60歳時点に比べて賃金が75％未満に低下した場合かつ上限未満の場合で継続して働いている方に対して給付金を支給する制度です。,13560,13
3187134,退職後に自分で確定申告するの？,"年内に再就職する場合は、「給与所得の源泉徴収票」を再就職先へ提出することで年末調整で精算されるため、確定申告は不要です。
年内に再就職しない場合は、翌年2/16〜3/15に居住地の税務署で確定申告が必要です。",13562,13
3187135,退職月の残業代は、いつ支払いわれるの？,退職月の残業代については、退職月翌月の給与で支払われます。,13563,13
3187136,ｶﾌｪﾃﾘｱﾌﾟﾗﾝ（ﾏｲｽﾀｲﾙ）の提出は、退職月に提出しても支給されるの？,退職月のカフェテリアプラン申請は、関係書類を退職月の15日までに、名古屋THR/担当へ提出（必着）となり、且つ、書類内容に不備がなければ給与口座に支給されます。,13564,13
3187137,退職日までに社宅を退去しないとダメ？,遅くとも退職の1ヵ月前までにTTCﾗｲﾌﾞﾗﾘｰより「退去届」を提出し、退職日後1ヵ月以内に退去してもらいますが、役員転籍など会社都合による退職の場合は特例もあるため名古屋THR/厚生G担当へ確認して下さい。,13565,13
3187138,ベルフラワーカントリー倶楽部（GOLF）「BELLシニア会」に入会したい,"BELLシニア会については、定年退職者または転籍者で、居住地が東海地区の方のみ案内しています。
東京では案内していないため、名古屋THR/退職担当へ連絡して下さい。",13566,13
3187139,退職するが、TTCｱｶｳﾝﾄは、どうすればいいの？,退職に伴うPC手続きは、ご自身でTWINSよりヘルプデスクへ確認して下さい。,13567,13
3187140,退職セレモニーは誰が対象なの？,"退職セレモニーは、勤続年数（20年以上）で60歳定年の人は全員対象です。
※対象者には、名古屋THR/厚生G担当より、個別に案内します。",13568,13
3187141,定年退職の場合でも退職願（届）は提出するの？,"定年退職の場合、届出書は不要です。
（年明け次年度の定年退職者のいる部署に、人事部よりご本人に再雇用の意思があるかを確認してもらうように依頼される⇒再雇用の場合は定年月2ヵ月前に再雇用契約、定年退職の場合は自動的に退職手続きにします）",13569,13
3187142,55年齢以上で退職する場合、退職金支給率は会社都合か？,退職金については、第1号扱い（会社都合）となります。退職金規程で確認することができます。,13570,13
3187143,退職月に診療室を利用したが給与天引きできるのか？,TTC社員の診療費の支払は、翌月給与がないので天引きできません。退職月の最終出勤日に現金で東京THRへ支払って下さい。,13572,13
3187144,OB会（OB会）は、退職後でも加入できるか？,OB会は、退職後いつでも加入できますので、豊楽会（052-584-5945）担当へ直接連絡して下さい。,13573,13
3187145,社章を紛失した。どうすればよいか？,社章を紛失した場合は、社章紛失届を提出いただきます。添付「紛失届」を作成押印のうえ、THRへ連絡して下さい。,13574,13
3187146,嘱託契約満了日の前に退職したいが、手続ききはどうすればよいか？,嘱託契約満了前の退職については、自己都合退職となるので、1ヵ月前までに「退職願（嘱託用）」を上長へ提出して下さい,13575,13
3187147,退職願を提出したが、いつごろ説明してもらえるの？,"退職願⇒退職予定報告書（上司作成）⇒人事部決裁⇒名古屋THR書類準備⇒各拠店送付⇒説明となるので、最短でも2週間程度かかります。
関係書類の準備が整い次第、THRの各拠店担当よりご連絡しますのでお待ち下さい。",13576,13
3187148,退職金と税金を教えてほしい？,退職金と税金については、名古屋THR/給与担当へお問い合わせ下さい,13577,13
3187149,退職するが持株会はどうなるの？,退職に伴い持株会は退会となります。TWINSより福利厚生ﾗｲﾌﾞﾗﾘｰの添付資料「退職予定の方へ」をご参照の上、退会手続き下さい,13578,13
3187150,損害保険や生命保険は継続できるの？,退職後の生命保険や損害保険については、継続できる保険とできない保険があるため、退職日頃に豊通保険ﾊﾟｰﾄﾅｰｽﾞ（TIP）からへご本人へ案内が届きます。急ぐ場合はご自身でTIPへ確認して下さい。,13579,13
3187151,コーポレートカードを退職後も継続したい。,コーポレートカードは、在職する豊田通商社員のカードとなりますので、退職後は継続できません。,13580,13
3187152,退職後の賞与について、所得税、健保、介護保険、厚生年金、雇用保険は控除されるの？,退職後に支給される場合の賞与については、所得税のみ控除されます,13581,13
3187153,退職後も診療室を利用できるの？,診療室利用については、拠店に勤務する社員の福利厚生のための診療所です。退職後はお近くの専門医療機関を受診下さい。,13582,13
3187154,任意継続を希望するが、いつでもやめられるの？,豊通健保の任意継続保険（喪失）については、保険料を滞納したときや、再就職、死亡したとき、任意継続被保険者となってから2年が経過したとき、75歳になったとき（後期高齢者医療制度に加入します）にやめられます。,13583,13
3187155,任意継続するとどんな給付が受けられるの？,豊田通商健康保険の任意継続については、在職中と同じく、法定給付（出産手当金、傷病手当金は除きます）と付加給付を支給します。,13584,13
3187156,在籍のときと比べて、任意継続保険料はどうして高いの？,豊通健保の任意継続保険料については、一般保険料、介護保険料ともに事業主分を含めた全額を負担しますので、高くなることがあります。,13585,13
3187157,退職後に引越する予定だが、連絡する必要あるの？,"退職後の引越しについて、転居先が確定したら、必ず名古屋THR給与G（052-584-5288）へ連絡して下さい。
※退職後に送付する書類があります。",13586,13
3187158,コーポレートカードは、どこへ返すの？,コーポレートカードは、名古屋THR厚生G担当へ社内便にて「脱会届」「カード」を返却して下さい。,13587,13
3187159,退職するが年金手帳はどこにあるの？いつ返してくれるの？,TTC社員（役員を含む）の年金手帳は、在職期間中は会社で保管しています。退職日にご返却します。,13588,13
3187160,扶養している妻の年金手帳は会社で保管してますか？,ご家族の年金手帳はございません。会社にあるのは社員分のみです。,13589,13
3187161,人材派遣で期間満了となるが、カードキーは誰に返却すればいいの？,"人材派遣の期間満了に伴う返却物については、名古屋THR厚生Gへ返却して下さい。
",13590,13
3187162,任意継続したのに、最終給与で保険料2ヶ月分控除されたがどうして？,社会保険料は、当月分を翌月給与天引き（1ヵ月遅れ）で給与天引きしています。退職月は翌月給与がないため控除することができず、最終給与で精算しています。,13591,13
3187163,退職月の給与で地方税（住民税）が高くなったのはなぜ？,退職月の地方税（住民税）については、今年度分が一括徴収となるためです。,13592,13
3187164,NS受入をしたいけど、どのような手続ききが必要か知りたい。,"NS出向受入については、ライブラリーでnsを入力・検索し、【海外事業体からの出向受入】のガイドラインをご確認ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T051749?OpenDocument",13780,13
3187165,NS出向受入について、「在留資格認定証明書」と「査証（＝VISA）」の申請は？,"NS出向受入については、ライブラリーでnsを入力・検索し、【海外事業体からの出向受入】の入国手続きガイドラインをご確認ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T051749?OpenDocument",13781,13
3187166,NS出向受入について、語学研修の補助内容は？,"NS出向受入については、ライブラリーでnsを入力・検索し、【海外事業体からの出向受入】の出向受入ガイドラインで、各種補助をご確認ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T051749?OpenDocument",13782,13
3187167,NS出向受入について、入居先物件の選定は？,"NS出向受入については、ライブラリーでnsを入力・検索し、【海外事業体からの出向受入】のその他準備で、「住宅及び家具リースの選定について」をご確認ください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T051749?OpenDocument",13783,13
3187168,NS出向受入について、発令日後の入国はいつ？,NS出向受入について、入社日は1日付です。必ずそれより前の日に入国をするように調整をしてください。,13784,13
3187169,NS出向受入について、NSの受入期間は？,NS出向受入の任期は、1年以上が原則です。,13785,13
3187170,NS出向受入について、国内再出向は？,NS出向受入については、出向期間中にTTCより国内関連会社へ再出向することは原則禁止です。,13786,13
3187171,働き方海外施策について、海外出向者は帰任してから在宅勤務申請できますか？,"在宅勤務については、原則、在宅勤務制度利用時の所属長の許可を前提としております。
帰任される４月以降に申請を頂くようお願い致します。
また、出向者は申請対象外のため、海外出向中は、申請することができません。",13787,13
3187172,休暇について、リフレッシュ休暇、勤怠コピーの提出は上長承認後しか提出できない（月初になってしまう）,リフレッシュ休暇については、勤務管理表の取得日に有休（リフレッシュ休暇）または特別休暇（リフレッシュ休暇）と入力し、画面をプリントアウトして上長承認箇所余白に押印頂く,13790,13
3187173,社宅・寮について、利用料は日割り計算されるのか？,日割りは行いません,13791,13
3187174,社宅・寮について、〇月〇日に入居又は退居を考えているが、利用料は発生するのか？,原則「入居月発生・退居月無し」但し定期異動時期のみ「3月20日以降の入居発生」,13792,13
3187175,勤務管理システムの勤務表について、承認申請を海外出張中の上司にしてしまった。どうしたらいいか？,勤務管理システムの承認については、海外出張中でもTWINSが見れる環境であれば承認可能です。もし出来ない場合は「人事特別却下」するので、改めて代理（Ｌ以上）に申請してください。,13793,13
3187176,源泉徴収票が欲しい。,12月にTHR給与Gより電子メールでＰＤＦが交付されているのでメールを確認ください。,13794,13
3187177,国内出張精算の料金負担コードを間違えた。承認＆精算済みだが修正できるか？,THR担当者へ連絡し、DENPで修正を依頼してください。,13795,13
3187178,コーポレートカードを解約するには？,"コーポレートカードを解約する場合は、退会届とハサミを入れたカードをTHR名古屋担当へ提出してください。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG006094?OpenDocument",13796,13
3187179,OB会（OB会）に、入会したい。,退職に伴うOB会入会については、退職手続き（説明）時に、入会に必要な書類を事務局より送付いたしますのでご確認下さい。ご不明な点がありましたら豊楽会（052-584-5945）へご連絡下さい。,13797,13
3187180,健保について、健保証の代わりを発行してほしい。,保険証の仮証については、THR各拠店（名古屋・東京・大阪）担当へご依頼下さい。,13798,13
3187181,海外駐在員について、現地で手術をしたい（高額医療の申請）。,人事部、産業医と総合的に判断するため、状況を人事部へご連絡ください。,13799,13
3187182,海外駐在員について、海外現地で出産をしたい。,人事部、産業医と総合的に判断するため、状況を人事部へご連絡ください。,13800,13
3187183,大阪支店のプロジェクターはどこにありますか？,大阪支店９Ｆのキャビネットに入っています。,13801,13
3187184,茨木社宅の入居者より「洗面所が水漏れしているようだが、どうしたらいいか？」,ＴＯＳ（豊通オフィスサービス）担当者へご連絡して下さい。,13802,13
3187185,出向者だが勤務管理システムを申請しようとしたらエラーになってしまう。,出向者の勤務管理システムについては、カレンダーチェック区分を「非対象」にしてください。,13803,13
3187186,国内引越について、赴任先住所が決まっていないが引越手配は進められるか？,赴任先住所が決まっていなくても進められます。住所欄は拠点のみご記入頂き依頼書をご提出、業者との打ち合わせを進めてください。,13804,13
3187187,車庫証明が欲しい、どのようにしたらよいですか？,ＴＨＲ各拠店担当（名古屋THR厚生G/東京人事G）へご依頼下さい。,13805,13
3187188,MY STYLE（カフェテリアプラン）申請期限について,カフェテリアプランの申請期限については、領収書日付の次の月末までとなります。,13806,13
3187189,カフェテリアプランとは,"豊田通商のカフェテリアプランとは、２００８年４月より導入している新・福利厚生制度カフェテリアプラン（選択型福利厚生制度）
≪MY　STYLE≫のことです。
いくつかの福利厚生メニューの中から自分のニーズに応じて、必要なものを選択し、会社補助*の枠内で自由に使い道を決める制度です。
*会社補助：50,000円（500ポイント）、有効期限は年度内です。
■対象者：豊田通商　役員・正社員・嘱託社員",13807,13
3187190,MY STYLE（カフェテリアプラン）について、どんなものが使えますか？,カフェテリアプランについては、ＷＥＬＢＯＸのカフェテリアマニュアル／補助申請のメニュー一覧をご覧ください。,13808,13
3187191,国内出張について、国内出張旅費システムの利用対象者は？,国内勤務の正社員・嘱託社員・出向受入社員・派遣社員（国内出向者含む）です。,13809,13
3187192,国内出張について、所属部署の初期設定は？,"国内出張について、その時点での所属部署となります。
異動、組織変更があった場合は自動的に変更されます。",13810,13
3187193,国内出張について、承認者の初期設定は？,直属の上長となります。,13811,13
3187194,国内出張について、料金負担先の初期設定は？,所属部署（グループ）となります。,13812,13
3187195,国内出張について、料金負担先の部署承認者は？,直属の上長が選択されています。,13813,13
3187196,国内出張について、承認者の変更の仕方は？,"国内出張について、承認者変更ボタンをクリックし⇒今回のみ変更もしくは次回以降も記録のどちらかを選択⇒該当の承認者を選択（L職以上の方）
※次回以降も記録にすると部署異動になっても自動で新上長へ変更にならない為、ご自身で再度正しい上長へ再度変更が必要となります。",13814,13
3187197,国内出張について、申請内容に不備がるので内容変更したいが上長が不在の為差戻ししてもらえません。どうしたら良いですか？,"国内出張旅費担当者へご連絡下さい。
担当者が「却下」するので、データの修正を行い、再申請して下さい。
その際に上長へ申請依頼メールが無効になっていることをご本人様からご連絡をお願いします。",13815,13
3187198,"国内出張について、4月1日で承認者が異動しました。
3月分の内容で申請していますが、新承認者で大丈夫ですか？",国内出張申請について、本来は申請内容遂行時に上長である方が「承認者」となるべきですが、新承認者でもOKです。,13816,13
3187199,"国内出張について、申請後に海外へ赴任しました。
精算が完了する前に赴任した場合、精算の手続ききはされますか？","はい、赴任者の申請が終わっていれば承認されます。
",13817,13
3187200,"国内出張について、申請後に海外へ赴任しました。
内容に不備があり、却下されたのですが国内出張システムにアクセス出来ません。どのように精算依頼したら良いですか？","海外赴任者は国内出張システムのアクセス権がありません。
該当の領収書を赴任前の部署の方へ送り、代理で立替金精算書の作成をお願いして下さい。",13818,13
3187201,"国内出張について、海外赴任先に着任後、国内旅費の申請忘れを思い出しました。
国内出張システムに入れないのですが、どのように精算依頼したら良いですか？","海外赴任者は国内出張システムのアクセス権がありません。
該当の領収書を赴任前の部署の方へ送り、代理で立替金精算書の作成をお願いして下さい。",13819,13
3187202,"国内出張の承認責任者です。
申請者からの承認依頼メールを誤って削除してしまい、承認が出来ません。どうしたら良いでしょうか？","国内出張旅費システムの承認タブをクリックしてください。
承認者の「未承認分」が表示されます。",13820,13
3187203,国内出張システムで自分が申請した履歴は過去どこまで確認できますか？,国内出張履歴は、3ヶ月で「精算が完了したもの」「却下したもの」画面から消えます。,13821,13
3187204,国内出張について、決算月の場合、いつまでのものが当月計上になりますか？,"決算月（3,6,9,12月）は翌月第２営業日17時までに上長承認を得られたものです。
※それ以外の月は翌月第１営業日17時まで",13822,13
3187205,国内出張について、申請した旅費はいつ立替金口座へ振込まれますか？,国内出張旅費担当者が承認（定時中）した日から２営業日後に振込まれます。,13823,13
3187206,"国内出張について、今月末で退職なのですが、上長が海外出張中の為「未承認」のままの申請があります。
このままにしておいても問題ありませんか？","出張承認について、申請者退職後でも「承認」は可能です。
但し、内容不備で「却下」された場合、退職後に再度申請が出来ません。
申請内容に間違いがないようご注意ください。",13824,13
3187207,"国内出張中に体調不良で帰宅しました。
この場合、日当は付きますか？","国内出張中に体調不良で帰宅でも、日当は支給されます。
（帰宅日までの日数分）移動した間、会社に拘束されていると考えられる為です。",13825,13
3187208,国内出張について、研修の場合日当は付きますか？,"業務上必要な社外講習・実習のために出張する場合は支給されます。
会社主催の集合研修に参加するための出張の場合は日当支給はありません。",13826,13
3187209,国内出張にて、TTC社内の研修に、「講師」として出張する場合、日当は付きますか？,講師としての出張の場合、支給されます。,13827,13
3187210,"国内出張について、帰りが遅くなり、出張先で宿泊しました。
翌朝、始業前に戻りましたが、翌朝分の日当は付きますか？","遅くなった理由が業務によるものであれば、翌日分も日当支給されます。
",13828,13
3187211,"国内の日帰り出張で、業務+懇親会で11時間以上になった場合の
日当はいくらですか？","国内出張の日当について、業務上強制されない懇親会は私用扱いの為、その時間はカウントされません。
その為、業務にかかる時間が11時間未満になる場合、日当は2600円となります。",13829,13
3187212,"国内出張について、翌日の打合せが早朝で始発だと間に合わない為、前泊しました。
この場合は移動のみの日でも日当は付きますか？",国内出張について、業務上前泊が必要な場合は、移動のみであっても日当は支給されます。,13830,13
3187213,国内出張について、日帰り日当の所要時間は自宅を出た時刻からの計算ではダメですか？,"国内出張時の所要時間算出の出発又は帰任の時刻は「所属店最寄駅（主要幹線）出発又は到着」の時刻です。（東京は品川駅が基本）
但しご自宅から出張地へ直行する際、所属店最寄駅への移動が非効率な場合、主要幹線を「主要駅」と読みかえてもよく、新幹線、特急の発着駅（東京・上野・新宿・新横浜等）の発着時間も認められます。※ご自宅最寄駅ではありませんのでご注意ください。",13831,13
3187214,"国内出張について、訪問先A社からB社へ移動、商談後に会社へ戻りました。
会社⇒A社（75ｋｍ）　会社⇒B社（50ｋｍ）　A社⇒B社（105ｋｍ）
この場合100ｋｍ超での日帰り出張扱いになりますか？",国内出張について、片道100ｋｍ以上の距離でなければ出張扱いにはならない為、この場合は「外出」となり日当は支給されません。,13832,13
3187215,国内出張の接待ゴルフで前泊した場合、宿泊費・日当は付きますか？,国内出張時の接待ゴルフは、業務/出張とはみなしませんので、日当は支給されません。「交際費」での処理となりますので、接待ゴルフに関わる宿泊費・交通費は実費を「交際費」で精算下さい。,13833,13
3187216,"国内出張について、1週間出張で同じ地にいました。
この場合は長期出張になりますか？","国内長期出張とは、同じ地に1ヶ月以上滞在した場合となります。
1週間は通常の出張と同じ扱いになります。",13834,13
3187217,国内出張について、1ヶ月以上同じ地での長期出張の場合、宿泊費と日当は通常の出張と異なりますか？,"国内長期出張の場合、宿泊費は実費精算となります。（1日当たりの宿泊費は規定で定められた金額が上限です）
日当は通常の出張と同様に支給します。
但し、単身赴任者が留守宅に長期出張する場合、日当は支給されません。",13835,13
3187218,"国内出張について、100ｋｍに満たない地において、外部も招いた研修を行いました。
この場合、日当と宿泊費はどうなりますか？","国内旅費規定により所属店最寄駅より100ｋ未満の場合、出張扱いにはならない為、宿泊が必要であっても日当は支給されません。
但し宿泊費は実費精算となります。",13836,13
3187219,国内出張について、自己都合で前泊した場合の時間の起算は？,自己都合での前泊の場合、起算時間は9：00です。,13837,13
3187220,国内出張について、宿泊先が実家である場合の宿泊費はどうなりますか？,"会社施設・友人、知人宅・実家での宿泊…5,000円
単身赴任者の留守宅（＝自宅）での宿泊…支給なし",13838,13
3187221,"国内出張について、宿泊先ホテルの領収書を紛失してしまいました。
全額自己負担するしかないですか？","国内出張時の領収書紛失については、会社施設・友人、知人宅・実家での宿泊と同様に5,000円の支給となります。",13839,13
3187222,"国内出張について、個人で宿泊先を手配しました。
今回旅行会社から会社宛に請求書が発行されます。
規定の金額より安いのですが差額分は請求可能ですか？",国内出張旅費精算について、会社宛に請求書が届く＝会社が手配したものとみなされる為、差額請求は「不可」です。,13840,13
3187223,国内出張について、飛行機代＆宿泊費のパッケージツアーで出張し、自分で立替支払いをしました。その際の金額が規定の宿泊費より安い場合、差額は請求可能ですか？,"国内出張について、実際の金額の方が安い場合、宿泊費は規定通りの金額で請求可能です。
その際、領収書は必ず添付して下さい。",13841,13
3187224,国内出張について、品川から名古屋出張の翌日私用の為宿泊付きのパッケージツアーを手配しました。往復の交通費はどの様に精算したら良いですか？,"国内出張（品川⇔名古屋）について、
■エクスプレス（EX-ICサービス）での金額＜パックツアー代金の場合
　⇒エクスプレスの金額
■エクスプレス（EX-ICサービス）での金額＞パックツアー代金の場合
　⇒パックツアー代金
にてご精算下さい。",13842,13
